VM Identification (UUID),AMU,AVMU,ADU,CLS,TC,RL,GL,Class
55 AF 56 3B 5C C0 4B BB-99 B6 AA 55 C2 8A 7A 26,86.32611847,69.39155954,59.27598605,54.12693637,14.56708042,99.93766168,37.85817609,Malicious
2B 19 6C 72 4D 6C 2A 19-90 6E 05 75 BC AC 50 A4,78.15639961,89.26497135,47.92953465,70.78194401,29.89280877,98.78365233,64.32115824,Not Malicious
9E 1D 3D 99 99 0C A1 2B-A4 2D C4 27 6C 29 AA 67,47.09750503,72.21515212,7.641275617,25.8157211,95.2731842,60.23195351,7.374564316,Partially Malicious
5A 5F 99 4B 3F C0 58 51-6A C6 41 B3 97 98 C4 2E,94.85231108,53.67109324,58.45814394,24.15868556,98.6755129,6.852622934,37.56675737,Malicious
14 BD A3 7A 7A 3A 85 93-76 A3 AA 4A 22 00 0D 48,66.73725333,18.9346268,88.66504358,27.82179426,29.92286494,12.72267294,37.12639453,Partially Malicious
C7 8B 50 B7 A2 42 A3 92-60 A6 7C BC 1C 49 61 27,97.92178841,17.89574888,33.46839775,9.572138719,4.569031775,72.8978317,91.89252466,Partially Malicious
90 7A 5B C1 06 08 BF A9-6E AC BA 19 7A 65 9C AA,98.75478898,33.57318662,9.119785922,22.15307626,9.369356449,47.52889289,0.399016495,Malicious
24 2E 17 95 75 6A 58 05-6A 9F 0E 2A 4E 35 56 AC,10.15526205,22.32177815,6.525899789,42.33266307,38.79595062,35.79485375,34.73268077,Partially Malicious
A7 90 2F C7 6B 20 12 9B-BB 94 86 61 BE 6B 12 7E,53.49101878,70.14373383,42.89466538,74.72143446,43.0262313,58.51156592,87.43858168,Not Malicious
49 4B 7E 6F 3E 96 4A BA-6D 20 46 73 83 0C 0D BC,81.26090266,12.41598652,24.7833916,97.62368456,88.05152727,46.58942407,65.79086874,Partially Malicious
C2 4D C6 7A 98 87 42 B5-2D 81 79 3A 67 69 C3 A2,93.56979243,73.35547264,51.8596087,49.41794709,73.6660814,29.69488394,9.725737279,Partially Malicious
AB C1 5D 20 58 86 98 82-98 A4 25 3C 45 7E 60 8F,29.16393016,10.3455309,86.34704638,92.86872928,50.16233274,31.77744429,52.63237384,Malicious
60 74 5A 0F 7E B7 90 05-B1 59 53 6A 46 61 28 6F,57.17480767,89.08327286,19.27673504,48.43524714,57.98471432,86.91600591,92.4848546,Not Malicious
38 46 9F 4D 63 3E 7D A7-3D 5F 22 15 2F 96 89 8B,2.671056669,83.77446442,89.27750702,21.37114289,3.906924869,2.742429584,82.62383254,Partially Malicious
AD 26 07 90 BD 6F 09 76-43 89 85 39 1B 79 9C 20,86.76185708,35.97421823,6.334878439,37.29534425,91.33949238,82.79886435,87.68459695,Partially Malicious
3B A9 01 79 B0 53 21 03-B5 0F 52 81 46 66 0B 2B,62.36769487,97.24008857,37.61593093,66.06545516,68.09450339,81.85248576,88.32178395,Malicious
A6 38 2B A6 78 1A 81 31-29 93 BD 33 38 60 29 80,64.42068924,94.83662733,73.19566481,39.54961382,27.65827124,97.41331954,40.93335144,Partially Malicious
0B 26 64 BB B6 1C A1 09-C7 71 99 63 AD 2B 75 AC,26.17513508,26.32189975,56.94419582,78.35885492,14.33875297,99.76082091,80.3352147,Not Malicious
76 40 44 B7 93 4B C6 44-A2 7D 74 79 50 95 08 50,23.00276113,26.55612902,10.10671136,13.06960114,57.99143511,74.40477556,73.14043659,Not Malicious
0D 5A 62 A5 B1 42 55 0D-7B 5B 9D 41 4C 2D 23 88,37.88969296,84.07830643,49.90316392,15.41489181,15.44608031,76.41002487,57.67001558,Not Malicious
88 79 35 45 1F 30 2E 48-B4 7D 67 20 1F B1 A1 50,15.044611,33.02226788,66.22339444,5.534917225,85.53033128,71.97039772,97.09810143,Not Malicious
5D 57 3E C4 2D 65 35 6F-1B 30 13 49 92 4A 0B 03,29.77378302,1.267315395,35.79677088,63.52369307,18.4493396,10.97095853,86.18837973,Not Malicious
79 74 25 BB 3E 00 26 3E-12 2D 1F 13 C5 7C 8B B8,14.14654388,37.99968516,37.54325508,65.12212808,38.4357686,99.24986265,34.21760079,Partially Malicious
8E 7B 8F 84 57 C2 67 90-B7 A8 BF 2F C1 8D 87 29,78.78829415,62.14576209,29.99145592,64.94060467,33.64633794,16.94898106,84.08730244,Malicious
2C AD 55 23 7F 9B A7 1B-C3 92 16 1D 23 1A 6E 81,34.49701735,3.24410681,38.09398533,56.32496486,17.14964684,86.21633132,46.65667241,Partially Malicious
40 43 58 BC 49 28 9F 16-18 B2 23 1A 1B 3D 18 2B,35.97172831,12.71380749,80.65642179,11.89794594,58.73820538,83.85941395,70.56669937,Not Malicious
74 A8 C5 2B BE 85 93 A9-2D 5D A8 A6 40 44 C1 93,62.89051728,30.3138516,91.05063157,52.74927876,9.689459648,66.06307437,60.75469751,Not Malicious
99 C3 A6 61 82 25 9A B2-74 0C 5F 5F 49 71 60 94,2.479355579,7.374104187,97.59948881,28.4983989,84.30744063,57.05328543,97.65406943,Not Malicious
7B B1 63 C4 3D 7C 31 5D-05 C6 B5 40 AE 14 29 28,55.39779564,32.28230306,39.33120946,47.00176083,41.94244667,39.78453959,52.57146947,Partially Malicious
B3 BA 6C 43 6D 5A 95 C7-14 BC 4D 51 C2 64 B5 16,7.516097067,66.79824463,37.13715212,30.14327987,17.84402399,46.30335509,44.82419875,Partially Malicious
B4 76 87 70 63 25 9A 4C-7B 8F 5B 4D 5F 92 32 71,71.79792503,19.57909525,0.888240866,38.17000837,3.4628931,75.26996957,86.8309903,Partially Malicious
A8 53 08 79 1C A1 54 52-60 54 3B A3 37 56 A8 63,35.83834717,30.00096127,73.02031299,30.31961107,18.85389084,22.679275,79.82706424,Partially Malicious
25 A2 93 A3 05 5C 15 C1-A4 55 64 38 46 77 5D 00,32.26154987,77.02392344,98.10103389,47.30608051,61.71990449,58.51303951,89.67651869,Partially Malicious
BF 63 07 BE 67 AA 9A 30-AE 34 5A 97 10 98 2E 92,43.43508033,71.25854528,55.75390619,13.35784557,23.21135731,20.63785739,76.53831302,Malicious
91 A6 0C 7D 4A BC A7 1B-0B 67 02 52 03 91 18 85,24.58142532,55.4131679,82.55808714,59.68603571,70.56604553,18.17023776,60.86583438,Partially Malicious
27 3C 3D 4E 30 79 11 5D-71 52 AB 27 68 73 AF 5B,61.22665981,42.3155879,28.18238927,84.76416579,15.74865468,45.40181763,53.27544225,Partially Malicious
27 30 3E 08 1B 71 43 6D-BC 1A 18 A7 17 8F 65 9B,67.46161942,0.978202712,65.93290185,42.94543883,64.80027976,39.34831701,27.95224601,Not Malicious
1D 38 35 1E 87 2F 20 74-C6 A0 4E 48 B9 14 2D 94,40.6518104,12.00318841,93.64046812,58.95439884,86.3432471,96.0512552,61.24402177,Malicious
96 57 3E 10 33 33 B8 C7-52 9B C4 91 A9 7E 31 AF,62.61454814,52.8682362,99.88231613,88.69179932,5.551386171,88.27352159,45.72353292,Partially Malicious
A4 46 73 3A C2 99 2D 69-73 47 B0 75 50 C0 0A 3E,55.40753516,50.76345031,3.56892418,43.45623749,13.71383835,7.604615868,31.01779718,Partially Malicious
59 92 25 75 B7 A5 9C 7E-C3 7D A9 0E B7 3F 9E B0,42.86143362,68.13363968,21.62049492,59.11769659,2.541642569,57.223326,76.93779936,Malicious
17 8E 12 76 82 24 88 AA-66 01 B7 90 80 43 81 86,12.14874284,60.11704078,23.13054864,18.94761057,60.9295912,57.65701879,46.33584512,Not Malicious
56 6A 4C 7E BB BA 3C 51-78 4A 3C 6E 3E 4E 26 44,76.75558658,3.068682392,29.33125676,71.55971257,64.66802779,83.61497587,62.94476602,Partially Malicious
40 3E A3 8D 84 AF 8A 0A-25 88 53 3A 23 04 15 5B,20.15319772,39.00684184,95.85580472,55.74850113,83.20220498,0.821023882,41.37897646,Partially Malicious
99 25 9D C0 6C 49 60 59-97 24 C0 22 07 A0 97 9E,73.63377366,69.65906739,39.46922312,76.33673991,15.03512071,83.80277214,51.98364319,Partially Malicious
0E B5 2A 3B 32 2C 85 B5-88 59 1C 2C 23 53 0B A6,53.0964541,1.020546397,88.898908,93.99801246,45.46287369,11.80289564,14.48832249,Partially Malicious
A4 5B 0E 4C 8C 29 4E 7E-05 BD 4D A1 33 89 BC 48,49.97317394,68.80557449,85.56766313,31.80830971,65.55639244,40.06004787,90.38274624,Partially Malicious
31 C6 34 9A 3C 05 41 98-63 20 C7 80 14 62 96 6B,45.5340599,4.554848296,94.51917044,45.35272641,87.12986687,54.05775972,91.82750026,Not Malicious
13 4C 2F C3 79 6F 2F 5E-5B 9D 1B A9 69 1E 60 63,20.22760058,79.73824366,36.3074728,32.1639095,1.753009214,0.751047572,41.11271037,Partially Malicious
86 8C A8 18 8D 6F 09 C2-01 20 22 2F 56 37 2E BE,96.79881777,97.95904288,20.94771111,38.9971396,35.15084086,87.54470834,59.11656516,Not Malicious
4B 6D 67 73 1C 64 25 6E-7A 0F 90 A0 44 1B 8D 5A,34.38814981,7.990098194,48.93244586,25.64732664,21.63134419,20.53212576,58.86487892,Not Malicious
73 4A 02 5C B8 23 48 24-88 41 5C 62 46 15 2A 25,97.26335772,27.97657814,5.876327448,83.3456944,22.41190543,48.51135659,25.33829612,Malicious
93 68 B1 69 71 63 2B 13-43 15 44 7A 5E 42 B0 42,66.40382753,80.30499947,12.76959625,58.50062088,42.54510808,10.41521269,82.12989655,Malicious
65 42 5D 4C B4 46 8A 31-01 19 03 39 7B 81 B9 7F,64.97627216,36.93444413,6.178127822,54.60374154,58.52677073,79.85412143,14.23187639,Malicious
2B C0 47 BA 7B 8D 5D 83-98 25 4B AD 86 2E BB 3A,84.88094835,53.89047885,9.214368072,88.58296553,85.67850816,45.46219914,74.67161972,Not Malicious
25 42 51 40 7D 11 BA 38-76 A2 14 39 32 73 01 73,84.14731331,44.17713431,64.96947965,88.99165329,95.26417614,82.87540807,87.13084118,Not Malicious
B8 55 25 BC 1D 94 5C 56-5E 92 B7 24 09 80 0E 93,16.0751754,37.46314294,95.20207221,52.3793639,29.31374979,46.11452316,73.33244934,Not Malicious
B8 04 46 51 07 7E BB 47-29 38 4F 1D 70 AE 74 C1,17.75683343,73.74075267,61.30770348,84.18436228,13.54887019,9.280476363,85.9034867,Not Malicious
29 15 67 C7 B6 88 B7 A6-5F 4C 3A 27 98 C1 91 63,89.79021184,45.62055912,43.01854546,47.09014285,10.24794594,95.8979055,17.5387904,Partially Malicious
09 54 19 04 63 B1 A5 07-9E BE C4 94 9A 40 B4 22,49.20314548,59.09601268,16.89470854,17.43780196,38.09935046,83.61552857,91.1553276,Partially Malicious
0F 72 32 37 31 0A 15 22-41 AA 6C 20 36 63 17 52,91.01617496,4.774445099,25.72515281,77.60290666,50.08102833,70.13767572,41.42843318,Partially Malicious
14 B4 64 B7 79 63 6A 1F-BA 6C 5C 41 B3 18 67 77,84.9708034,30.5138933,98.08480251,46.13253,58.99807316,15.98571599,28.22851494,Not Malicious
57 6F B7 BA C0 55 48 02-1F C4 63 62 A4 A9 0B 2C,16.71006582,82.03772024,84.17883028,68.51453532,81.02942967,88.0210293,99.79555093,Not Malicious
4D 30 2C 1D B3 AE 44 01-9A 50 C1 1F B8 76 66 49,70.52422964,45.19392006,68.00712735,54.15978756,15.30047217,16.8136274,2.20997913,Partially Malicious
63 3D 74 7D 62 48 65 85-3B 56 2A 3A 47 53 C3 33,54.87036489,14.12592706,81.27253073,41.7929119,50.01156562,86.78084104,37.54972709,Partially Malicious
90 0A 0B 23 A7 BC 99 57-4C 57 4C 77 9B 80 1F 86,27.51390821,52.09527288,80.89085173,43.28071922,96.70224555,43.05401309,43.70139267,Not Malicious
29 75 3B 08 A4 74 72 92-7B 26 B1 2F 11 69 1E 0B,15.68115176,75.81520985,24.37386937,50.80365438,23.1216092,66.54620951,12.10717224,Malicious
57 C3 88 57 7B 2D 67 00-8A AC A4 37 24 51 8F 7C,30.68238723,15.94168781,10.12313706,1.789642,0.190329143,30.68119058,95.43203146,Not Malicious
1E 9C AF 06 A4 A5 02 B8-71 C5 40 0B 96 C7 A2 6A,44.86564161,96.77752961,83.45876048,8.772973216,4.096555384,68.52294374,51.88601031,Malicious
B9 B9 A1 C7 5E C4 85 C2-B2 34 B8 51 99 3F 7A 01,25.17311335,39.82123927,80.79863414,32.45208174,74.51147016,98.68973186,92.57776149,Partially Malicious
00 35 93 92 14 3B 1E B2-0C B1 0D 64 5F A9 6F 21,87.15949795,40.18651146,91.64212425,45.6211122,45.39825788,2.711313771,45.70673662,Partially Malicious
46 88 46 B9 1A 23 1D 6F-5A 95 5C BC 28 B8 9C 2E,49.88052818,0.948744124,84.18382679,19.06837444,1.094335471,15.98425072,69.00270883,Malicious
95 0B B0 A9 AD 18 2E 5C-8C 3B 60 5B 0F 67 14 79,65.14775405,80.84747,77.70726204,0.468798167,3.386200836,72.57436826,72.2541674,Partially Malicious
80 0A 42 B8 BE 4C 52 4A-41 26 53 07 6F BA BD 25,19.58000362,92.28209534,54.14394944,45.19187891,40.91285107,47.44934717,98.7638181,Not Malicious
67 BB 92 45 29 16 11 61-BA AC 0E 65 2F 1E AC 9C,54.93601322,52.97488377,56.04601474,21.7817508,15.22047312,67.45266426,85.30596029,Not Malicious
77 A7 9B 09 B8 5B 25 43-3C 07 65 0E 4E 26 8D 29,29.39568073,94.47592063,88.50293912,64.86155708,24.65974641,23.72226397,61.28541565,Partially Malicious
51 C4 1B B4 44 3F 5D 25-33 92 48 65 C7 54 64 38,10.70567658,50.68107979,41.51903567,73.265144,85.2856211,84.18670821,48.19398134,Partially Malicious
B7 5E AE 19 A6 6A 02 26-3A C1 0C 1C 1E 50 72 C6,88.35926722,12.25115497,4.505509903,67.97937456,62.95574862,12.10392405,8.787486381,Partially Malicious
1F 77 55 AD 44 2D 5C 72-1D 3C 44 3E 44 2C 57 64,7.8596089,27.95694039,19.40432519,7.249012573,47.38464598,18.00250712,28.78503908,Partially Malicious
7E 8A 2D 52 63 7C 02 93-49 17 9A B3 12 A1 53 80,66.26595782,26.14677379,29.74211631,67.02381911,88.37558736,96.33511152,34.27025661,Not Malicious
25 7C A0 6E 4A 35 B2 BA-3B 50 9D 6F AB 02 7D 90,99.3914777,61.52491703,76.64477822,85.23985799,44.32973603,8.167259335,38.68794145,Malicious
39 59 86 AB 3A BD A1 05-88 41 86 9B 6B 01 78 A4,65.05786636,5.947004912,97.97359333,49.2678283,99.69605339,9.119846063,40.01423064,Partially Malicious
98 60 6E 5F 8B 1B 59 8A-BB 25 11 AC 3E BD B7 0F,99.4767773,87.80666084,16.37524645,0.404254203,32.57586119,38.78463383,97.67905012,Not Malicious
A1 90 7E 98 1B BF 1F 09-1E C6 9F 9A 05 3B 11 16,80.0960111,96.87960315,41.82076704,28.05350385,19.12056828,26.40336369,51.61560685,Not Malicious
2E C2 86 C6 01 38 01 16-A5 B4 B9 57 81 40 21 9D,56.93847432,18.06861293,76.11510785,27.20630358,57.79213024,21.59541994,79.29924287,Partially Malicious
B5 58 86 37 1A B5 39 4F-67 07 C2 50 60 9A 52 6D,63.16351436,89.36156802,2.763543334,57.3017467,19.55804673,85.05603493,97.13377775,Malicious
3E 7A 35 05 2D 66 65 41-9F 20 AB B9 7C 77 B3 88,11.49858965,53.96793242,38.28378001,65.23595229,34.61830546,84.13767695,80.94744094,Malicious
AB 03 24 5B 57 4E 83 6C-09 6B C0 06 8C AD 6B 3A,33.76403998,85.09636888,51.87758294,35.7702078,40.41020527,48.53618794,92.0229491,Not Malicious
4B A8 45 03 46 2D 81 B4-BA 99 8E 9D 82 C4 6B 67,59.24029235,80.35011971,85.70266659,91.23352256,31.57729733,15.71806052,0.957693978,Partially Malicious
B6 08 4A 95 A9 23 92 B5-7D AA B1 50 9D 67 0A 98,67.2151766,62.98223601,34.75922552,14.8174527,52.53234317,43.90430946,66.18592861,Partially Malicious
71 22 93 4D 65 27 C5 2F-81 A3 55 5B 0C 13 60 B6,62.99280787,45.01988946,53.8850257,96.6063273,91.01578653,21.88881304,26.43054487,Malicious
43 B7 5B AC 0C 7B 91 B6-5D 2C 0C 54 6C C1 BC 56,41.85388397,4.192581215,81.15394104,54.67859802,64.38779832,20.64912767,82.2694974,Partially Malicious
05 89 3E BC 2A 58 7D 3B-5E 53 8D 4E 19 77 AA 04,55.63236462,8.659938238,92.23255832,14.47393368,99.39544898,86.57891233,57.3075507,Partially Malicious
59 85 85 7C 64 BE 3C 86-A9 04 87 13 C6 C5 8C 0E,2.003456867,87.05071306,44.80316551,14.41331822,73.10834794,54.80258408,82.39658756,Not Malicious
38 25 3A 5D 19 13 3C B3-5E 8B 0D 0C BB 83 8E 73,50.89374348,36.89970412,74.52717242,20.69463721,29.52202791,85.6984418,24.83653657,Malicious
76 86 1B A9 93 62 89 BD-C2 68 A5 30 7E 8A 03 65,38.66921222,54.77186549,23.6119715,99.60690816,8.427217843,25.46357889,18.96750033,Partially Malicious
62 5E 6F B8 31 A7 5A 12-89 C4 B0 6E 24 97 8A 04,64.94993742,13.16331075,4.543609536,21.17546107,11.79891341,59.9339103,18.92577169,Not Malicious
47 80 3F 25 2A 22 7F 30-66 1F BB 69 16 7C 46 BF,53.5802051,57.05120134,50.90537091,89.16912487,45.29743607,44.02952525,8.559353137,Partially Malicious
AA B2 69 84 71 7D 14 24-1C 7A C6 BA 50 4A BD 16,58.50047717,79.35836383,8.44684791,70.53334711,45.78440377,40.54146769,24.08143502,Malicious
20 77 C6 BC C4 AC 43 90-11 61 9F C2 48 8E 49 81,2.337482475,49.8487128,36.79208471,36.79954524,27.51077169,58.48580436,51.48649709,Not Malicious
03 8B 11 21 A5 51 A0 85-2B 58 97 4C 64 2B 37 90,80.03279714,64.58370734,30.02781765,2.219889092,92.47502109,38.16604514,34.63456095,Not Malicious
67 98 5A 8B A6 A1 55 04-3C 5D B6 04 AD 0E 8F 93,96.65833857,59.07303874,68.87866681,28.80565296,59.37443213,16.57754454,78.30722396,Partially Malicious
97 00 A2 35 27 74 25 41-18 9A C1 49 62 56 AB 25,68.95111949,27.68012046,1.630908575,19.31388397,35.89466629,91.12985952,13.37576115,Partially Malicious
07 B3 11 7B 2B BB 8B 70-39 3A 01 51 4A 57 28 BC,46.39361042,46.96207153,1.163555707,33.80318378,19.90297498,48.71591338,34.43241038,Not Malicious
9A 44 03 30 2D 45 9B 75-3C 4F 87 98 A0 08 13 3B,18.31526193,28.15375703,89.52022951,48.58304473,80.21099512,66.30500763,45.85057416,Not Malicious
4E 14 67 3C 8A C3 4C 6B-AF 88 84 7A 3B AA 63 10,5.2129781,36.99128476,30.94172173,94.41753796,36.29841165,7.514579848,39.46937357,Not Malicious
68 74 B3 17 81 2F 12 3C-A4 50 97 54 96 27 C1 9C,60.67879663,37.13947279,33.68743532,21.40561949,79.15201091,92.37344542,85.12020289,Partially Malicious
3F 20 BB 32 B6 28 0C 86-68 B5 37 5A 95 93 2B 8C,6.466647661,43.74062652,0.533738718,76.4957844,5.032837729,49.7233606,65.69057637,Partially Malicious
63 7B 71 93 74 8D 54 6E-22 6C A2 2A 97 97 8C 7F,83.51414757,68.44760724,84.27022894,9.179038887,30.79536813,18.70181115,28.84424352,Partially Malicious
86 42 AB B7 2A 77 9E 3D-B8 88 AC 0E 7B 31 59 7A,83.48773153,3.229546768,36.86153437,50.8950416,47.65801622,51.85684322,70.03125934,Partially Malicious
64 01 4C 2F AF 67 36 63-93 32 A9 36 AE 54 1B 71,5.441636139,69.39180304,88.22452405,81.8354006,26.36283757,49.15584171,78.20674869,Not Malicious
9A 74 22 AA 23 05 B0 C7-C2 1E 23 2C BC B4 87 77,71.53180279,31.4049753,77.12489614,99.14316938,15.44143478,32.11441273,26.50737231,Malicious
78 9C 5D 22 A4 B1 18 7E-01 68 91 2C 19 00 B1 58,73.12595751,45.71783473,53.2889382,3.160229014,38.05124587,38.30159028,72.24828487,Not Malicious
B3 14 91 61 55 2E 0E 38-44 3D 0B 4F 98 18 01 1F,13.63510504,13.24626153,67.55730704,98.21189332,28.83027677,68.00673693,85.01565186,Partially Malicious
0F 3A A1 8C 80 67 52 1F-48 A1 A8 C6 35 53 99 83,91.3102083,17.35821244,58.47386475,56.55451287,3.28565149,33.58536952,16.22916208,Malicious
B4 8B 7B 80 60 1C 59 A2-6B B0 6D BB B8 69 B5 6F,39.82258168,60.30652442,63.93262177,57.59480315,82.37490412,91.94787217,48.17802221,Malicious
84 64 AD 8F 8B 13 86 70-1D 21 A9 90 99 23 50 09,55.03969866,1.089736418,35.85140916,40.29574755,95.42333171,11.3198127,26.72127352,Not Malicious
9D AD 5A AC 2E A1 C5 C7-5B 21 12 90 BB 67 45 AB,32.64861236,25.49988189,99.52545095,45.70727792,66.02952317,1.125116725,43.03442335,Not Malicious
45 69 5E 8D 77 B5 9A 80-AA B9 6F 96 6C C2 59 99,44.20809202,8.2336192,97.63758945,46.93195851,97.6760831,85.12964607,6.86241483,Not Malicious
12 1F A8 26 7D 5F BF AD-BD 83 0F 8C 70 AA A6 05,94.87033307,59.51393593,85.00993218,57.36701276,23.1433906,71.46672598,59.32067036,Partially Malicious
4A 13 48 41 08 43 AB 36-A9 B0 00 22 0F 0F 82 82,47.39913819,71.30866015,27.23391435,53.86997128,30.50991677,15.04084462,15.26665779,Not Malicious
86 B8 2E 7E 9C 5D 5D AA-2B 52 79 AA 92 2D 4D 65,32.13993788,12.21678672,51.40870347,95.25808041,99.82759024,45.50711434,36.69242262,Partially Malicious
4A 02 31 89 57 25 22 79-0A 90 91 1F B3 9B 11 61,73.37730053,68.36924584,99.11978281,95.23892656,43.23946564,85.46895226,54.18796261,Malicious
C5 3D 21 71 AD B7 05 3B-0A 37 B1 77 B0 BC 62 B4,45.53904813,83.47666225,16.10719412,29.156329,66.30664147,19.77806441,40.05598986,Not Malicious
BE 9B B5 03 04 BE A2 2A-0C 77 4A 5B 77 44 BD 33,98.2582921,64.66968494,44.08846311,79.53878408,99.39099618,95.56194406,82.11607934,Not Malicious
4E AB 95 26 79 0F 1D 32-7A 79 B6 A5 93 18 32 2A,4.470877152,61.2149657,3.41735957,73.07233902,3.960023896,24.83059807,98.44833323,Partially Malicious
27 7F 85 53 22 9D 58 1A-0E 74 86 9B 8D C2 6D C4,48.03039422,76.72885923,99.41351301,68.08157536,72.05960832,61.73552799,46.3827677,Not Malicious
4F 84 78 0A 77 98 75 4A-8D 05 52 9E 98 78 7B 92,23.52472153,95.00912539,45.20664957,36.92590653,73.23797572,71.6668244,31.22865097,Partially Malicious
5E BE 15 BD C2 27 3A 72-22 1B 4F 8B A6 56 77 96,83.11226084,18.16034588,90.22953986,27.27878081,87.09697643,42.14345092,27.08028681,Malicious
A0 94 69 5A 37 B3 23 6A-3E 61 29 BD 57 C6 61 57,89.88881121,55.47865045,96.7131739,97.05978163,62.05995175,17.06515199,10.56326985,Not Malicious
8F 58 6B C5 0C 32 6C 05-47 23 4F 48 61 AF 4E 1A,76.92492726,73.80062451,30.26428321,48.1272556,27.70893781,34.51509868,50.6651954,Not Malicious
B0 BC 4C A2 04 2A 67 68-A0 58 5B 5A A1 A9 65 A3,35.60821104,45.94444771,70.34303729,25.54768986,67.38723001,85.93632421,63.02030276,Not Malicious
5D 12 47 48 7F 81 59 8C-4A 6C 2A BC 44 81 32 C0,69.1812605,63.6933111,22.59526961,40.12012437,98.75381791,96.48409771,94.68821094,Partially Malicious
20 91 73 1C 0B 49 24 C7-0F B9 00 22 91 69 64 BF,50.9635167,44.73985931,60.51038244,44.93685715,20.69005626,71.02118699,32.7227548,Partially Malicious
26 5C 89 6F 07 65 45 B6-5C B0 32 7F 6D 9C 7D 98,60.40260058,1.514995714,20.98681863,43.29607547,32.8533111,23.4398224,9.675450859,Malicious
5D 31 97 2F A9 0C A3 4E-07 B2 44 4E 37 6C 0F 3F,72.71523591,75.69046295,37.81940944,82.75955667,15.15012607,80.65097616,23.51243426,Not Malicious
8B 87 6A 4C 06 20 54 22-6F C3 AB 2A 00 53 04 B4,67.08004313,24.61693084,74.56733466,27.85705087,17.85890821,54.87602642,20.25539894,Malicious
B9 67 A0 09 8A 80 00 3C-66 4A 5E 02 A4 97 33 09,99.55245887,73.29022811,9.150189077,69.13546632,32.52446895,22.89923302,42.76247169,Partially Malicious
1F 3C 04 12 76 17 95 40-9C 8B 2E 6F 93 78 21 9A,37.11320628,48.46207657,29.37666931,57.14512268,37.84186872,94.68382732,75.88134174,Malicious
BC 6E 17 76 9B 98 53 91-AC 92 88 2A A5 24 33 45,34.21361312,36.12492714,62.15761602,28.4139485,40.47465332,10.54241106,72.40149111,Malicious
94 7E 4C 70 B6 76 00 2C-91 45 69 A2 15 06 5E B0,52.04841358,81.55611818,98.35973595,22.18893816,55.94586176,47.27574154,86.56914287,Partially Malicious
AC 5C A2 C5 7C 4F 7F 6C-7E 78 2A 0C 81 97 31 6C,70.06361909,65.39601067,45.65888978,77.61736668,75.12384996,26.9118594,1.714673792,Malicious
87 9B 09 13 2F 24 30 BA-72 8D 8D 6F 2B A8 18 78,26.02261184,41.63316859,45.90446933,96.82148091,4.036457031,97.9210907,68.94408333,Not Malicious
BB A1 03 08 31 67 64 04-68 A4 65 40 64 84 33 A9,26.48217109,85.41373732,64.14215572,43.81991956,33.9895518,16.80207042,6.068015881,Not Malicious
12 BA BA 9B A4 01 27 03-6F 77 C2 3E BC BE 13 99,15.37232577,87.48420688,20.67568104,49.59726803,53.74528575,31.13059946,24.65528785,Not Malicious
C6 29 40 74 7E 11 32 03-05 9D 61 8D 74 43 5D 77,49.68404242,24.60303532,93.71041489,5.458829178,81.11450299,73.28727977,40.52213033,Not Malicious
87 A6 70 02 29 10 55 3B-01 68 A7 24 1C B5 B7 22,38.55653504,95.57366906,49.02854067,0.521467923,17.0614166,0.176388271,23.51841526,Not Malicious
A2 29 C5 7B 71 6E 19 6F-4D B1 16 7C 72 3D 9A 59,83.76979361,19.81010746,48.23352129,27.73965074,38.87753437,32.48780398,38.62588464,Malicious
10 C3 9A 95 8C BC 52 3C-5C 43 98 49 9D 36 62 74,2.379094491,54.16014554,33.04102131,34.38067467,79.19148186,23.6360844,26.4251859,Partially Malicious
56 A9 5E B4 1D 6A 2B 69-63 39 57 57 BD 63 AB 9E,25.05854177,72.40394303,43.39507671,68.0442284,72.82269716,91.78838568,5.745216644,Partially Malicious
39 4E 6D 8F 76 92 8F 16-45 2C 50 55 C6 45 BD A3,44.72317701,61.03296224,77.98887236,39.69295791,28.84560474,23.22035844,47.48435693,Partially Malicious
7C 89 38 2D 47 18 95 38-A2 39 91 65 30 79 72 84,10.49214189,63.25570957,40.27641559,79.51114969,37.05966631,69.83758339,21.02648041,Not Malicious
48 07 2F 5E 85 49 BB 79-88 5A 78 BE 7D 7E C4 1D,29.25046678,9.541591658,6.723563282,56.35481297,40.70361721,6.63518908,90.86209632,Malicious
75 01 32 42 46 C3 7E 91-2A BD 67 45 63 AF B8 C5,20.91344341,64.19032538,16.21036901,79.6554897,58.97601971,3.628091594,97.12655859,Malicious
3A AB 54 3B 9B C6 1E 67-1D 92 B2 35 14 61 65 4F,9.219547975,93.93665085,97.82117821,67.24632369,58.12805461,65.5997082,91.18628665,Malicious
2C 6F 73 BF 71 9C 26 3D-68 4F 75 94 C4 89 9B 12,70.96410538,79.26828367,4.304754696,72.59259583,74.09856857,3.608731598,78.45418666,Not Malicious
04 9F B9 24 17 BD 53 48-05 97 5E C4 85 6F 4F 53,15.709284,31.49655541,48.06654259,96.99344512,0.08049546,3.857199921,60.44757713,Partially Malicious
9B 80 B9 A3 4E 8A 08 83-79 AE 45 59 37 51 A6 AF,35.50244694,62.11466736,15.18616082,9.428526477,22.40327799,75.03872176,64.83784229,Partially Malicious
